Symbol,Category
PVP,SmallCap
TRANSWORLD,SmallCap
FOCUS,SmallCap
SUKHJITS,SmallCap
ZODIAC,SmallCap
PRIMO,SmallCap
SPECIALITY,SmallCap
TPLPLASTEH,SmallCap
VISAKAIND,SmallCap
PREMIERPOL,SmallCap
CHEVIOT,SmallCap
ONWARDTEC,SmallCap
ORICONENT,SmallCap
TRACXN,SmallCap
RBZJEWEL,SmallCap
GVKPIL,SmallCap
HMVL,SmallCap
SPENCERS,SmallCap
KRITI,SmallCap
KHAICHEM,SmallCap
RPPINFRA,SmallCap
NECLIFE,SmallCap
SAKAR,SmallCap
NBIFIN,SmallCap
TEMBO,SmallCap
STALLION,SmallCap
CONSOFINVT,SmallCap
PYRAMID,SmallCap
SILINV,SmallCap
ESSARSHPNG,SmallCap
COFFEEDAY,SmallCap
DONEAR,SmallCap
BORANA,SmallCap
ABINFRA,SmallCap
MENONBE,SmallCap
NAHARPOLY,SmallCap
DICIND,SmallCap
KRONOX,SmallCap
TICL,SmallCap
PRECOT,SmallCap
SVLL,SmallCap
KILITCH,SmallCap
AVONMORE,SmallCap
ACL,SmallCap
MEDICAMEQ,SmallCap
EMAMIPAP,SmallCap
ONMOBILE,SmallCap
ORIENTPPR,SmallCap
VRAJ,SmallCap
EMKAY,SmallCap
NDL,SmallCap
IITL,SmallCap
INDOBORAX,SmallCap
VIKASLIFE,SmallCap
TOLINS,SmallCap
ADVANIHOTR,SmallCap
BHARATSE,SmallCap
SWANDEF,SmallCap
MBLINFRA,SmallCap
MAANALU,SmallCap
HERCULES,SmallCap
SREEL,SmallCap
HINDMOTORS,SmallCap
INDSWFTLAB,SmallCap
KRITINUT,SmallCap
MEGASOFT,SmallCap
BEDMUTHA,SmallCap
UGARSUGAR,SmallCap
SKMEGGPROD,SmallCap
MAZDA,SmallCap
ALBERTDAVD,SmallCap
PLASTIBLEN,SmallCap
VINYLINDIA,SmallCap
CYBERTECH,SmallCap
PTL,SmallCap
DIGISPICE,SmallCap
GSLSU,SmallCap
ASHIMASYN,SmallCap
NRL,SmallCap
DBOL,SmallCap
IFBAGRO,SmallCap
WSI,SmallCap
PAVNAIND,SmallCap
PROZONER,SmallCap
HPAL,SmallCap
SHREERAMA,SmallCap
AFFORDABLE,SmallCap
VARDMNPOLY,SmallCap
WAAREEINDO,SmallCap
MUNJALSHOW,SmallCap
INTLCONV,SmallCap
BIRLACABLE,SmallCap
NAHARINDUS,SmallCap
ASMS,SmallCap
CLEDUCATE,SmallCap
SOFTTECH,SmallCap
IL&FSENGG,SmallCap
NILASPACES,SmallCap
SAKUMA,SmallCap
GENUSPAPER,SmallCap
IZMO,SmallCap
HCL-INSYS,SmallCap
EIFFL,SmallCap
XTGLOBAL,SmallCap
KHADIM,SmallCap
IRISDOREME,SmallCap
URAVIDEF,SmallCap
RACE,SmallCap
NRAIL,SmallCap
GOKUL,SmallCap
NOVAAGRI,SmallCap
MEDICO,SmallCap
SINCLAIR,SmallCap
MODISONLTD,SmallCap
KOTHARIPRO,SmallCap
FCSSOFT,SmallCap
MANAKSIA,SmallCap
ORBTEXP,SmallCap
KAPSTON,SmallCap
BANSWRAS,SmallCap
MUTHOOTCAP,SmallCap
RCOM,SmallCap
TARACHAND,SmallCap
GOACARBON,SmallCap
ZIMLAB,SmallCap
FILATFASH,SmallCap
SRGHFL,SmallCap
UNIDT,SmallCap
DENORA,SmallCap
NAHARCAP,SmallCap
SPCENET,SmallCap
VIKASECO,SmallCap
ORIENTCER,SmallCap
MGEL,SmallCap
SUMIT,SmallCap
VENUSREM,SmallCap
HTMEDIA,SmallCap
SEJALLTD,SmallCap
REMSONSIND,SmallCap
OCCLLTD,SmallCap
S&SPOWER,SmallCap
ALANKIT,SmallCap
AARTISURF,SmallCap
RAMANEWS,SmallCap
MIRZAINT,SmallCap
BALAJEE,SmallCap
TIRUPATIFL,SmallCap
VALIANTLAB,SmallCap
MOLDTECH,SmallCap
LYKALABS,SmallCap
NILAINFRA,SmallCap
3IINFOLTD,SmallCap
KCPSUGIND,SmallCap
ASAHISONG,SmallCap
DAVANGERE,SmallCap
BCONCEPTS,SmallCap
EMAMIREAL,SmallCap
VISASTEEL,SmallCap
SRD,SmallCap
BYKE,SmallCap
ALMONDZ,SmallCap
MAHASTEEL,SmallCap
PASUPTAC,SmallCap
BPL,SmallCap
THOMASCOTT,SmallCap
GEEKAYWIRE,SmallCap
TRF,SmallCap
DJML,SmallCap
KANORICHEM,SmallCap
HARRMALAYA,SmallCap
AVG,SmallCap
SHIVAMAUTO,SmallCap
GUJAPOLLO,SmallCap
RHL,SmallCap
SSDL,SmallCap
RUBFILA,SmallCap
ORIENTBELL,SmallCap
NDGL,SmallCap
DCI,SmallCap
APCL,SmallCap
KAMOPAINTS,SmallCap
LORDSCHLO,SmallCap
MANORG,SmallCap
DPWIRES,SmallCap
DIAMINESQ,SmallCap
REPL,SmallCap
KAYA,SmallCap
BROOKS,SmallCap
PANACHE,SmallCap
NAGAFERT,SmallCap
RVTH,SmallCap
AARON,SmallCap
MIRCELECTR,SmallCap
LOKESHMACH,SmallCap
UNITEDPOLY,SmallCap
UYFINCORP,SmallCap
ELGIRUBCO,SmallCap
RAMAPHO,SmallCap
SMSLIFE,SmallCap
MANAKSTEEL,SmallCap
MCLEODRUSS,SmallCap
RUCHIRA,SmallCap
INDOUS,SmallCap
IEL,SmallCap
SINTERCOM,SmallCap
SUPREME,SmallCap
COMSYN,SmallCap
INSPIRISYS,SmallCap
MAWANASUG,SmallCap
MAHEPC,SmallCap
SOUTHWEST,SmallCap
NIPPOBATRY,SmallCap
ARIES,SmallCap
DYNPRO,SmallCap
VARDHACRLC,SmallCap
AIRAN,SmallCap
APOLSINHOT,SmallCap
RAJTV,SmallCap
RADIOCITY,SmallCap
EXXARO,SmallCap
ROSSELLIND,SmallCap
AXITA,SmallCap
PILITA,SmallCap
GLOBALVECT,SmallCap
CHEMBOND,SmallCap
SHRADHA,SmallCap
PANSARI,SmallCap
SUNDRMBRAK,SmallCap
BBTCL,SmallCap
BALAXI,SmallCap
UCAL,SmallCap
HITECHCORP,SmallCap
VIPCLOTHNG,SmallCap
OILCOUNTUB,SmallCap
SCPL,SmallCap
PIGL,SmallCap
NAVKARURB,SmallCap
MANCREDIT,SmallCap
PODDARMENT,SmallCap
RVHL,SmallCap
OSIAHYPER,SmallCap
DCMNVL,SmallCap
CPCAP,SmallCap
AUTOIND,SmallCap
AARVEEDEN,SmallCap
MANOMAY,SmallCap
NATHBIOGEN,SmallCap
AFIL,SmallCap
TREJHARA,SmallCap
CINELINE,SmallCap
SHEMAROO,SmallCap
KANPRPLA,SmallCap
SIGMA,SmallCap
KOTARISUG,SmallCap
A2ZINFRA,SmallCap
PRITIKAUTO,SmallCap
WELINV,SmallCap
VSTL,SmallCap
TTL,SmallCap
DRCSYSTEMS,SmallCap
IVC,SmallCap
SAHYADRI,SmallCap
MARALOVER,SmallCap
ATLANTAA,SmallCap
UFO,SmallCap
JAYSREETEA,SmallCap
GLOBAL,SmallCap
SAKHTISUG,SmallCap
ANIKINDS,SmallCap
STARTECK,SmallCap
UNIVASTU,SmallCap
MODIRUBBER,SmallCap
PONNIERODE,SmallCap
TERASOFT,SmallCap
DHARAN,SmallCap
UMAEXPORTS,SmallCap
COASTCORP,SmallCap
DEVIT,SmallCap
CCHHL,SmallCap
PPAP,SmallCap
SHREYANIND,SmallCap
ZODIACLOTH,SmallCap
STARPAPER,SmallCap
SURANAT&P,SmallCap
DGCONTENT,SmallCap
ESSENTIA,SmallCap
PLAZACABLE,SmallCap
BRNL,SmallCap
NURECA,SmallCap
KMSUGAR,SmallCap
MKPL,SmallCap
TRIGYN,SmallCap
MEGASTAR,SmallCap
AGSTRA,SmallCap
SHIVATEX,SmallCap
ABAN,SmallCap
SUPREMEINF,SmallCap
NDLVENTURE,SmallCap
SADBHAV,SmallCap
NITIRAJ,SmallCap
KRITIKA,SmallCap
BASML,SmallCap
INDOWIND,SmallCap
BHAGYANGR,SmallCap
NIRAJ,SmallCap
VIRINCHI,SmallCap
ZEELEARN,SmallCap
NECCLTD,SmallCap
SETCO,SmallCap
WORTH,SmallCap
AHLEAST,SmallCap
GILLANDERS,SmallCap
RSSOFTWARE,SmallCap
MHLXMIRU,SmallCap
MURUDCERA,SmallCap
RANASUG,SmallCap
INTENTECH,SmallCap
KALYANIFRG,SmallCap
TIPSFILMS,SmallCap
VISHWARAJ,SmallCap
GINNIFILA,SmallCap
USK,SmallCap
CORDSCABLE,SmallCap
SAH,SmallCap
UNIVPHOTO,SmallCap
LAL,SmallCap
ALPA,SmallCap
GULFPETRO,SmallCap
NATCAPSUQ,SmallCap
GOLDTECH,SmallCap
PKTEA,SmallCap
AMJLAND,SmallCap
EQUIPPP,SmallCap
VETO,SmallCap
ASPINWALL,SmallCap
TAINWALCHM,SmallCap
UNITEDTEA,SmallCap
DTIL,SmallCap
RUCHINFRA,SmallCap
AVROIND,SmallCap
PRAXIS,SmallCap
SHAH,SmallCap
RPPL,SmallCap
SOMICONVEY,SmallCap
EMMBI,SmallCap
AARTECH,SmallCap
CROWN,SmallCap
DUCON,SmallCap
JMA,SmallCap
OCCL,SmallCap
MAGNUM,SmallCap
OMAXAUTO,SmallCap
SHYAMCENT,SmallCap
AKSHARCHEM,SmallCap
KEYFINSERV,SmallCap
LAGNAM,SmallCap
RHFL,SmallCap
DCM,SmallCap
ARCHIDPLY,SmallCap
VIPULLTD,SmallCap
SONAMLTD,SmallCap
SUPERHOUSE,SmallCap
HINDCON,SmallCap
ALPHAGEO,SmallCap
GENCON,SmallCap
RKEC,SmallCap
INCREDIBLE,SmallCap
ISFT,SmallCap
SMLT,SmallCap
LANCORHOL,SmallCap
BAFNAPH,SmallCap
WEIZMANIND,SmallCap
SADBHIN,SmallCap
BSL,SmallCap
SIKKO,SmallCap
IVP,SmallCap
KREBSBIO,SmallCap
HINDNATGLS,SmallCap
SURANASOL,SmallCap
MUKTAARTS,SmallCap
INVENTURE,SmallCap
CORALFINAC,SmallCap
MAHESHWARI,SmallCap
INDIANCARD,SmallCap
INDTERRAIN,SmallCap
TEXMOPIPES,SmallCap
MAHAPEXLTD,SmallCap
ARVEE,SmallCap
COMPUSOFT,SmallCap
HILTON,SmallCap
DELPHIFX,SmallCap
MANAKALUCO,SmallCap
KESORAMIND,SmallCap
AARVI,SmallCap
HDIL,SmallCap
SIGIND,SmallCap
RAJMET,SmallCap
DHRUV,SmallCap
GVPTECH,SmallCap
SALSTEEL,SmallCap
ATALREAL,SmallCap
BALPHARMA,SmallCap
CENTEXT,SmallCap
PRAENG,SmallCap
CAPTRUST,SmallCap
GANGESSECU,SmallCap
AIROLAM,SmallCap
RAJSREESUG,SmallCap
SMARTLINK,SmallCap
PAR,SmallCap
XELPMOC,SmallCap
AKSHOPTFBR,SmallCap
TIMESGTY,SmallCap
INDBANK,SmallCap
MODTHREAD,SmallCap
STEELCITY,SmallCap
WIPL,SmallCap
HPIL,SmallCap
GTL,SmallCap
YAARI,SmallCap
PRUDMOULI,SmallCap
TAKE,SmallCap
VAISHALI,SmallCap
JOCIL,SmallCap
LOVABLE,SmallCap
BAGFILMS,SmallCap
LOTUSEYE,SmallCap
MANGALAM,SmallCap
ODIGMA,SmallCap
BTML,SmallCap
AAREYDRUGS,SmallCap
TPHQ,SmallCap
PIONEEREMB,SmallCap
SOMATEX,SmallCap
TARMAT,SmallCap
GAYAPROJ,SmallCap
MCL,SmallCap
OSWALSEEDS,SmallCap
PRITI,SmallCap
CUBEXTUB,SmallCap
SIL,SmallCap
BAIDFIN,SmallCap
SALONA,SmallCap
ZENITHEXPO,SmallCap
VASWANI,SmallCap
KOHINOOR,SmallCap
RELCHEMQ,SmallCap
BHANDARI,SmallCap
LOYALTEX,SmallCap
LAMBODHARA,SmallCap
SAMBHAAV,SmallCap
UMIYA-MRO,SmallCap
FIBERWEB,SmallCap
LATTEYS,SmallCap
ACCURACY,SmallCap
TRU,SmallCap
JHS,SmallCap
GLOBE,SmallCap
PALASHSECU,SmallCap
SURYALAXMI,SmallCap
AUSOMENT,SmallCap
DIGIDRIVE,SmallCap
FLEXITUFF,SmallCap
SAMPANN,SmallCap
MOKSH,SmallCap
BHARATGEAR,SmallCap
REGENCERAM,SmallCap
BEARDSELL,SmallCap
IL&FSTRANS,SmallCap
SPLIL,SmallCap
ARTNIRMAN,SmallCap
GOYALALUM,SmallCap
KAKATCEM,SmallCap
HECPROJECT,SmallCap
PRAKASHSTL,SmallCap
SECMARK,SmallCap
ATAM,SmallCap
TOTAL,SmallCap
DBSTOCKBRO,SmallCap
TOKYOPLAST,SmallCap
SELMC,SmallCap
CTE,SmallCap
GROBTEA,SmallCap
LPDC,SmallCap
OBCL,SmallCap
EXCEL,SmallCap
PATINTLOG,SmallCap
SHAHALLOYS,SmallCap
MITCON,SmallCap
GSS,SmallCap
AJOONI,SmallCap
TOUCHWOOD,SmallCap
AAATECH,SmallCap
SEMAC,SmallCap
HISARMETAL,SmallCap
MOTOGENFIN,SmallCap
FCONSUMER,SmallCap
ANMOL,SmallCap
FMNL,SmallCap
ZENITHSTL,SmallCap
SUNDARAM,SmallCap
KAVDEFENCE,SmallCap
ENERGYDEV,SmallCap
LASA,SmallCap
ORCHASP,SmallCap
SUVIDHAA,SmallCap
AMDIND,SmallCap
ALKALI,SmallCap
AGRITECH,SmallCap
NAGREEKEXP,SmallCap
AHLADA,SmallCap
CINEVISTA,SmallCap
ANSALAPI,SmallCap
AAKASH,SmallCap
INDSWFTLTD,SmallCap
PARASPETRO,SmallCap
ISHANCH,SmallCap
ORIENTLTD,SmallCap
BVCL,SmallCap
ARSSINFRA,SmallCap
TFL,SmallCap
SECURKLOUD,SmallCap
DELTAMAGNT,SmallCap
BLBLIMITED,SmallCap
SHEKHAWATI,SmallCap
NOIDATOLL,SmallCap
DIGJAMLMTD,SmallCap
3PLAND,SmallCap
BANKA,SmallCap
EROSMEDIA,SmallCap
BANARBEADS,SmallCap
SILGO,SmallCap
DAMODARIND,SmallCap
DANGEE,SmallCap
ORIENTALTL,SmallCap
AKI,SmallCap
BIOFILCHEM,SmallCap
ARSHIYA,SmallCap
SKIL,SmallCap
LCCINFOTEC,SmallCap
21STCENMGM,SmallCap
RELIABLE,SmallCap
ASTRON,SmallCap
JAIPURKURT,SmallCap
BANG,SmallCap
ATLASCYCLE,SmallCap
ROML,SmallCap
GODHA,SmallCap
CEREBRAINT,SmallCap
LEXUS,SmallCap
CELEBRITY,SmallCap
HOVS,SmallCap
GANGAFORGE,SmallCap
SHIVAMILLS,SmallCap
KARMAENG,SmallCap
PALREDTEC,SmallCap
AGROPHOS,SmallCap
NARMADA,SmallCap
VINNY,SmallCap
ARCHIES,SmallCap
MALUPAPER,SmallCap
RKDL,SmallCap
ADROITINFO,SmallCap
GOLDENTOBC,SmallCap
BALKRISHNA,SmallCap
SIMBHALS,SmallCap
ICDSLTD,SmallCap
JETFREIGHT,SmallCap
HBSL,SmallCap
SUPERSPIN,SmallCap
DNAMEDIA,SmallCap
TARAPUR,SmallCap
GATECH,SmallCap
AROGRANITE,SmallCap
LFIC,SmallCap
NIBL,SmallCap
KEEPLEARN,SmallCap
BURNPUR,SmallCap
MANUGRAPH,SmallCap
MADHUCON,SmallCap
TECILCHEM,SmallCap
SUPREMEENG,SmallCap
WEWIN,SmallCap
COUNCODOS,SmallCap
SEYAIND,SmallCap
NGIL,SmallCap
MASKINVEST,SmallCap
SAGARDEEP,SmallCap
PEARLPOLY,SmallCap
SITINET,SmallCap
ABMINTLLTD,SmallCap
TREEHOUSE,SmallCap
AMBICAAGAR,SmallCap
AKSHAR,SmallCap
AKASH,SmallCap
ADL,SmallCap
ROLTA,SmallCap
NEXTMEDIA,SmallCap
ASHOKAMET,SmallCap
KHAITANLTD,SmallCap
AKG,SmallCap
KANANIIND,SmallCap
PNC,SmallCap
LAXMICOT,SmallCap
BLUECOAST,SmallCap
TNTELE,SmallCap
SVPGLOB,SmallCap
FEL,SmallCap
MOHITIND,SmallCap
ROLLT,SmallCap
BINANIIND,SmallCap
NORBTEAEXP,SmallCap
SRPL,SmallCap
MITTAL,SmallCap
NKIND,SmallCap
KRIDHANINF,SmallCap
MADHAV,SmallCap
DIL,SmallCap
SHRENIK,SmallCap
BOHRAIND,SmallCap
MEP,SmallCap
HYBRIDFIN,SmallCap
SGL,SmallCap
BLUECHIP,SmallCap
NAGREEKCAP,SmallCap
ANKITMETAL,SmallCap
KHANDSE,SmallCap
FLFL,SmallCap
VIJIFIN,SmallCap
CALSOFT,SmallCap
VINEETLAB,SmallCap
MFML,SmallCap
MARSHALL,SmallCap
LIBAS,SmallCap
WILLAMAGOR,SmallCap
SUMEETINDS,SmallCap
TGBHOTELS,SmallCap
INFOMEDIA,SmallCap
HAVISHA,SmallCap
SANWARIA,SmallCap
KAUSHALYA,SmallCap
KSHITIJPOL,SmallCap
SANGINITA,SmallCap
GTECJAINX,SmallCap
TECHIN,SmallCap
GOENKA,SmallCap
PODDARHOUS,SmallCap
GAYAHWS,SmallCap
CYBERMEDIA,SmallCap
TVVISION,SmallCap
GUJRAFFIA,SmallCap
VIVIDHA,SmallCap
GFSTEELS,SmallCap
ACEINTEG,SmallCap
MORARJEE,SmallCap
RETAIL,SmallCap
HEADSUP,SmallCap
UNIINFO,SmallCap
EDUCOMP,SmallCap
TIJARIA,SmallCap
GLOBALE,SmallCap
IMPEXFERRO,SmallCap
LYPSAGEMS,SmallCap
RADAAN,SmallCap
SUULD,SmallCap
SILLYMONKS,SmallCap
COMPINFO,SmallCap
ANTGRAPHIC,SmallCap
TCIFINANCE,SmallCap
SHANTI,SmallCap
GLFL,SmallCap
ONELIFECAP,SmallCap
MTEDUCARE,SmallCap
SHYAMTEL,SmallCap
NIRAJISPAT,SmallCap
UMESLTD,SmallCap
WINSOME,SmallCap
VCL,SmallCap
OMKARCHEM,SmallCap
ARENTERP,SmallCap
CREATIVEYE,SmallCap
EUROTEXIND,SmallCap
UNIVAFOODS,SmallCap
DCMFINSERV,SmallCap
KALYANI,SmallCap
ORTINGLOBE,SmallCap
PREMIER,SmallCap
ALPSINDUS,SmallCap
FSC,SmallCap
SETUINFRA,SmallCap
SABEVENTS,SmallCap
CMICABLES,SmallCap
ORTEL,SmallCap
BGLOBAL,SmallCap
LAKPRE,SmallCap
QUINTEGRA,SmallCap
RAJVIR,SmallCap
SANCO,SmallCap
GANGOTRI,SmallCap
CURAA,SmallCap
